login; location; place; followers; contributions; stars; user_stars; language
Mulisec;Girona;Gerona;0;1;0;0;
pktito;Girona, Spain;Gerona;0;1;0;3;
mgarcia96;Figueres, Girona;Gerona;2;1;3;5;PHP
jrc-imente;Girona;Gerona;2;1;0;5;
opentodonet;Barcelona;Barcelona;15;1;19;30;Perl
Alexthar;Barcelona, Spain;Barcelona;0;1;0;0;
powerfrontier;Barcelona, Spain;Barcelona;0;1;0;0;C
Ghaby;Barcelona;Barcelona;0;1;0;0;
blastik;Barcelona, Spain;Barcelona;1;1;0;14;
jabisu;Barcelona;Barcelona;1;1;0;1;PHP
peppelin;Barcelona;Barcelona;0;1;0;1;CSS
xvapx;Barcelona;Barcelona;0;1;0;10;C
jcorral;Barcelona;Barcelona;1;1;0;3;Go
sergiodebcn;Barcelona;Barcelona;1;1;0;8;
gorkazl;Barcelona (Spain);Barcelona;1;1;2;0;Python
fquinto;Barcelona (Spain);Barcelona;12;1;4;171;Shell
Osguima3;Barcelona, Spain;Barcelona;1;1;0;0;
GloriaYL;Barcelona, Spain;Barcelona;0;1;0;0;
ellibre;Barcelona;Barcelona;1;1;0;0;CoffeeScript
gonzalezjordi;Barcelona, Spain;Barcelona;1;1;0;0;
SultanICQ;Barcelona;Barcelona;0;1;0;0;PHP and Shell
xfontro;Barcelona;Barcelona;8;1;0;72;JavaScript
joancarlescardell;Barcelona, Spain;Barcelona;0;1;0;0;
oterrada;Barcelona, Spain;Barcelona;0;1;0;0;
esuarezz;Barcelona;Barcelona;2;1;0;0;CSS
brownie88;Barcelona;Barcelona;0;1;0;0;
jordirue;Barcelona;Barcelona;1;1;0;0;CSS
ianmonge;Barcelona, Spain;Barcelona;22;1;0;3;PHP
MiquelNieto;Barcelona;Barcelona;0;1;0;0;HTML
marcelofpalves;Barcelona;Barcelona;2;1;2;0;JavaScript and HTML
dragonflames;Barcelona;Barcelona;0;1;0;0;
xavierjurado;Barcelona;Barcelona;23;1;7;199;Objective-C
cdelafuente72;Barcelona;Barcelona;2;1;0;7;
abibiano;Barcelona, Spain;Barcelona;7;1;3;4;Ruby
fv3rdugo;L*H - Barcelona;Barcelona;3;1;0;3;
zetchan;Barcelona, Spain;Barcelona;3;1;0;1;CSS
juanfran-granados;Barcelona;Barcelona;6;1;0;53;CSS
starsk62;Barcelona;Barcelona;3;1;0;22;C
unxavi;Barcelona, Spain;Barcelona;3;1;0;73;Java
UmutBurgaz;Barcelona;Barcelona;0;1;0;0;
SamYan;Barcelona, Spain;Barcelona;3;1;6;69;CSS
hassann201;barcelona, spain;Barcelona;3;1;2;8;CSS
joeltemprano;Barcelona;Barcelona;0;1;0;0;
LenguaDePlata;Barcelona, Spain;Barcelona;4;1;1;1;ApacheConf
psykologist90;Lleida, Spain;Lleida;0;1;0;1;Shell
iferrera;Lleida;Lleida;1;1;0;2;Objective-C and Ruby
jaumecornado;Lleida;Lleida;5;1;36;12;Objective-C
joeromero;barcelona;Barcelona;6;1;1;1;JavaScript
sortegam;Barcelona;Barcelona;5;1;0;26;CSS and JavaScript
mariocav;Barcelona, Catalonia, Spain;Barcelona;4;1;2;2;C++
jordimorillo;Barcelona, Spain;Barcelona;0;1;0;0;PHP
fraber;Barcelona, Spain;Barcelona;4;1;0;0;
alexverdaguer;Barcelona;Barcelona;0;1;0;1;
coconutTree;Barcelona;Barcelona;2;1;0;0;ApacheConf
JorgeDLS;Barcelona;Barcelona;0;1;0;6;Java
jpamies;Barcelona;Barcelona;4;1;0;4;CSS and JavaScript
mmarcet;Barcelona;Barcelona;0;1;0;0;R
albertgo;Igualada, Barcelona;Barcelona;3;1;0;23;CSS and HTML
martimorta;Barcelona;Barcelona;7;1;1;34;C++
dlozano;Barcelona;Barcelona;4;1;7;19;Ruby
sindiploma;Barcelona;Barcelona;4;1;0;49;
Biosilvia;Barcelona;Barcelona;0;1;0;0;
guillaumeparis2000;Barcelona;Barcelona;4;1;1;23;JavaScript
fe-lix-;Barcelona, Spain;Barcelona;4;1;27;31;JavaScript
gerardag;Barcelona;Barcelona;4;1;0;15;JavaScript
letsbonus-gh;Barcelona, Spain;Barcelona;0;1;0;0;
jclumbi;Barcelona, Spain;Barcelona;0;1;0;0;Perl
mariusmm;Barcelona;Barcelona;2;1;0;1;C
shadowman;Barcelona;Barcelona;5;1;11;11;Java
edrabc;Barcelona;Barcelona;5;1;6;45;Python
SolracDev;Barcelona;Barcelona;3;1;0;33;Swift
mandorra;Barcelona;Barcelona;1;1;0;0;Python
guillermonp;Barcelona;Barcelona;3;1;1;8;Python
KanbanApps;Barcelona;Barcelona;2;1;4;0;Java
Rodrigo-Martinez-Jacobson;Barcelona;Barcelona;3;1;0;53;
nadalsol;Barcelona;Barcelona;9;1;1;6;CSS
alberss;Barcelona;Barcelona;3;1;0;1;JavaScript
albsala;Barcelona;Barcelona;3;1;0;180;Objective-C and Ruby
sp-ludovic-ivain;Barcelona;Barcelona;3;1;1;1;Go
AlisterAmo;Barcelona;Barcelona;22;1;0;9;Perl
arnatal;Barcelona;Barcelona;3;1;1;3;C and Objective-C
dfrison;Barcelona;Barcelona;3;1;0;6;PHP
JeanOsorio;Barcelona, Spain;Barcelona;2;1;1;85;Ruby
Janjiji;Barcelona, Spain;Barcelona;0;1;0;0;
AnnaEscardo;Barcelona;Barcelona;0;1;0;0;HTML
gustavomartin;Barcelona;Barcelona;2;1;0;0;
santi-grau;barcelona;Barcelona;3;1;0;0;JavaScript
raquelmartinez1;Barcelona;Barcelona;0;1;0;0;HTML
oriolpich;Barcelona;Barcelona;0;1;0;0;
ferranpons;Barcelona;Barcelona;3;1;0;9;CSS
jaumevn;Barcelona;Barcelona;3;1;0;109;Objective-C and Ruby
ajflash;Barcelona;Barcelona;0;1;0;3;C++
bleblux;Barcelona;Barcelona;0;1;0;0;
pepllubc;Barcelona;Barcelona;0;1;0;0;Groovy
Gerard-Gutierrez;Tarragona;Tarragona;2;1;0;0;
alfroc;Tarragona, Spain;Tarragona;0;1;0;0;
famassucci;Tarragona, Spain;Tarragona;1;1;1;0;C
