Álava,35.175 €
Albacete,18.113 €
Alicante,17.405 €
Almería,16.855 €
Ávila,19.011 €
Badajoz,15.617 €
"Baleares, Islas",23.769 €
Barcelona,26.531 €
Burgos,27.128 €
Cáceres,15.715 €
Cádiz,16.916 €
Castellón,22.597 €
Ciudad Real,18.214 €
Córdoba,16.396 €
"Coruña, La",21.898 €
Cuenca,18.549 €
Gerona,26.722 €
Granada,16.133 €
Guadalajara,19.584 €
Guipúzcoa,31.442 €
Huelva,17.959 €
Huesca,26.258 €
Jaén,15.858 €
León,20.688 €
Lérida,26.943 €
Lugo,19.459 €
"Madrid, Comunidad de",29.576 €
Málaga,17.267 €
"Murcia, Región de",18.470 €
"Navarra, Comunidad Foral de",29.134 €
Orense,19.305 €
"Asturias, Principado de",21.310 €
Palencia,23.019 €
"Palmas, Las",19.438 €
Pontevedra,19.548 €
"Rioja, La",25.537 €
Salamanca,19.264 €
Santa Cruz de Tenerife,19.205 €
Cantabria,22.055 €
Segovia,21.769 €
Sevilla,18.223 €
Soria,23.816 €
Tarragona,26.792 €
Teruel,24.996 €
Toledo,17.450 €
Valencia,21.091 €
Valladolid,24.176 €
Vizcaya,28.618 €
Zamora,19.132 €
Zaragoza,25.150 €
Ceuta,19.555 €
Melilla,17.824 €
