Albacete,Alicante/Alacant,Almería,Araba/Álava,Asturias,Ávila,Badajoz,"Balears, Illes",Barcelona,Bizkaia,Burgos,Cáceres,Cádiz,Cantabria,Castellón/Castelló,Ciudad Real,Córdoba,"Coruña, A",Cuenca,Gipuzkoa,Girona,Granada,Guadalajara,Huelva,Huesca,Jaén,León,Lleida,Lugo,Madrid,Málaga,Murcia,Navarra,Ourense,Palencia,"Palmas, Las",Pontevedra,"Rioja, La",Salamanca,Santa Cruz de Tenerife,Segovia,Sevilla,Soria,Tarragona,Teruel,Toledo,Valencia/València,Valladolid,Zamora,Zaragoza,Ceuta,Melilla
395910,1852789,689280,320908,1054408,166318,687074,1121739,5435373,1138090,363739,406513,1247884,586395,574659,515887,796680,1130354,207409,707046,741017,919663,254742,521798,222696,653652,481752,431426,340070,6376610,1626168,1463797,636024,320217,166496,1102750,948588,314062,343044,1017785,158595,1937412,92202,792868,138709,693243,2521771,527617,185168,967354,84618,83685
