login; location; followers; contributions; stars; contributionsStreak; contributionsCurrentStreak
nachinius;Mendoza AR;5;386;7;8;0
Shelvak;Mendoza;12;252;13;5;0
JulianMayorga;Mendoza, Argentina;6;217;749;9;0
rodrei;Mendoza, Argentina;9;151;13;10;0
ismaelisuani;Mendoza, Argentina;2;139;0;10;0
maurimiranda;Mendoza, Argentina;7;135;15;5;0
matuu;San Rafael - Mendoza - Argentina;2;124;46;4;0
guinunez;Mendoza, Argentina;9;104;10;4;0
tombinofer;Mendoza;3;103;2;4;3
chuqui;Mendoza;6;99;925;5;0
midraed;Mendoza, Argentina;5;94;11;5;0
jjo;Mendoza, Argentina;30;88;240;4;0
juandelperal;Mendoza, Argentina;6;87;130;2;0
cmarrero01;Mendoza;1;78;357;4;0
fernandocanizo;Mendoza, Argentina;1;77;233;2;0
fcladera;Mendoza, Agentina;1;69;0;4;0
FRisma;Mendoza;1;63;0;2;0
sveggiani;Mendoza, Argentina;9;51;726;3;0
vernaj;Mendoza, Argentina;2;45;223;4;0
damianfarina;Mendoza, Argentina;11;45;7;2;0
mool;Mendoza;14;43;822;1;0
fborgnia;Mendoza, Argentina;1;43;199;2;0
yiown;Mendoza, Argentina;1;42;1;1;0
MZAWeb;Mendoza, Argentina;37;34;1038;2;0
pablokbs;Mendoza, Argentina;3;32;331;2;0
lgargantini;Mendoza Argentina;4;32;0;5;0
darkaico;Mendoza, Argentina;7;31;2;1;0
flaviaza;Mendoza, Argentina;6;25;3;1;0
mromagnoli;Mendoza, Argentina;5;24;27;2;0
donnanicolas;Mendoza, Argentina;3;23;1175;2;0
guillehorno;Mendoza, Argentina;9;23;91;3;0
abuelo;Mendoza;1;20;0;3;0
aleprieto;Mendoza;15;16;1;2;0
fpanettieri;Mendoza, Argentina;3;15;21;2;0
default50;Mendoza, Argentina;4;14;90;1;0
romanopablo;San Martín Mendoza, Argentina;2;14;1;3;0
gabipanasiti;Ciudad de Mendoza;3;13;0;2;0
Paul-L;Mendoza, Argentina;20;11;1;1;0
tromex;Mendoza, Argentina;3;9;0;1;0
mabeett;Mendoza, Argentina;5;6;385;1;0
asmerkin;Mendoza, Argentina;1;6;401;1;0
joaquinmerlo;General Alvear, Mendoza, Argentina;2;4;0;1;0
pablorodriguez;Godoy Cruz Mendoza Argentina;3;3;6;1;0
pablogumilla;Mendoza;4;3;39;1;0
dcaliri;Mendoza, Argentina;15;3;23;1;0
eljuanchosf;Mendoza, Argentina;2;3;10;1;0
gbrlmza;Mendoza, Argentina;6;2;4;1;0
gingrassia;Mendoza, Argentina;1;1;1;1;0
ferdus;Mendoza - Argentina;1;1;1;1;0
ajescudero;Mendoza, AR;2;1;4;1;0
herbal828;San Rafael-Mendoza-Argentina;1;1;1;1;0
