login; location; followers; contributions; stars; contributionsStreak; contributionsCurrentStreak
karlosgliberal;pamplona/iruña;28;617;20;7;0
aitoroses;Pamplona, Spain;2;165;151;8;0
alabarga;Pamplona, Spain;6;164;4;4;2
aitorrl;Pamplona / Iruña;4;144;2;4;0
quickapps;Pamplona, Navarra - Spain;14;64;122;3;0
acysos;Pamplona;7;50;71;3;0
AlvaroOrduna;Pamplona;3;12;0;2;0
baile;Pamplona;1;6;1;1;0
AlvaroLarumbe;Pamplona;1;4;0;2;0
iaguas;Pamplona;1;3;0;1;0
rubenbp;Pamplona;6;3;3;1;0
joertru;Pamplona, Colombia;1;2;1;1;0
ChristopherCastro;Pamplona Navarra - Spain;2;1;0;1;0
Alvaroctal;Pamplona;3;1;0;1;0
Piperoman;Pamplona;5;1;241;1;0
