login; location; followers; contributions; stars; contributionsStreak; contributionsCurrentStreak
javiereguiluz;Paris (France) & Vitoria-Gasteiz (Spain);309;591;2043;6;4
jmescuderojustel;Vitoria-Gasteiz;9;278;6;15;0
Rubentxu;Vitoria (Alava, Spain);7;266;209;11;0
gorkar12;Vitoria;6;249;2;18;0
jonabasque;Vitoria-Gasteiz (Basque Country);6;89;6;4;0
inesgn;Vitoria-Gasteiz, Spain;4;42;0;4;0
miguelgr;Vitoria/Madrid;11;37;76;1;0
fzmaster;Vitoria, ES, Brazil;10;19;2;2;0
dhighwayman;Vitoria-gasteiz;6;16;5;2;0
wilfernandesjr;Vitoria, MG;9;16;4;2;0
leohackin;Vitoria, ES - Brazil;42;6;16;1;0
madili;Vitoria/ES;2;3;3;1;0
gaztesk;Vitoria-Gasteiz;5;2;1300;1;0
vixlima;Vitoria-ES;15;2;6;1;0
sciruela;Vitoria-Gasteiz, Spain;2;1;28;1;0
