login; location; followers; contributions; stars; contributionsStreak; contributionsCurrentStreak
vicdoz;Valencia,Spain;5;3;1;1;0
Prieto2;Rocafort, Valencia, Spain.;0;3;0;1;0
jbadenas;Valencia;1;3;0;1;0
Sepho;Valencia;5;3;2;1;0
Wargo;Valencia, Spain;7;3;15;2;0
KevinSotomayor;Valencia;8;3;1;2;0
mnlsprt;Valencia/Orihuela;0;3;0;1;0
Ness07;VALENCIA;0;3;0;2;0
kikebodi;Valencia, Spain;2;3;0;1;0
raul91rcf;Algemesí (Valencia);0;3;0;1;0
JosueBotella;Valencia;0;3;0;2;0
did-vmonroig;Valencia, Spain;1;2;1;1;0
neoroger;Valencia, España;0;2;0;1;0
jobela79;VALENCIA;0;2;0;1;0
JavierSaezGarcia;Valencia;0;2;0;1;0
joadtor;Valencia, ES;6;2;3;1;0
Kyrzo;Valencia;0;2;0;1;0
dolarsrg;Valencia, Spain;7;2;2;1;0
tetracube;Valencia, Spain;0;2;0;1;0
sergicolladosopra;Valencia;1;2;0;1;0
exhtml;Valencia;1;2;0;1;0
javiernunez;Valencia;1;2;0;1;0
mangelsnc;Valencia;12;2;1;1;0
martsobm;Valencia (Spain);0;2;0;1;0
danicatalan;Valencia, Spain;8;2;0;1;0
maigimenez;Valencia;15;2;9;1;0
jaguadoromero;Valencia;1;2;0;1;0
benava48;Valencia (Spain);1;2;0;1;0
hectnandez;Valencia, Spain;0;2;0;1;0
rchamorro;Valencia, Spain;4;2;7;1;0
manelio;Valencia, Spain;4;2;4;1;0
llunaplanet;Valencia, Spain;2;2;0;1;0
seovalencia;Valencia;0;2;0;1;0
miguelvilata;Torrent (Valencia, Spain);0;2;0;1;0
hik4ru;Valencia, Spain;0;2;0;1;0
ChristianLopezGonzalez;Valencia, Spain;0;2;0;1;0
gitanoqevaporelmundoentero;valencia;3;2;0;1;0
JokinAspiazu;Valencia, Spain;3;2;3;1;0
joseripla;Valencia;0;1;0;1;0
kienvaser;Valencia;0;1;0;1;0
marosalesruiz;Valencia;0;1;0;1;0
victorvte;Valencia;1;1;0;1;0
clemenlg;Valencia, Spain;0;1;0;1;0
fletchgqc;Valencia, Spain;0;1;14;1;0
jortsc;Spain, Valencia;0;1;0;1;0
vorodevops;Valencia;0;1;0;1;0
Batousay;Valencia;1;1;1;1;0
BaldoTaberner;Valencia (Spain);0;1;1;1;0
nachoverdon;Valencia, Spain;0;1;0;1;0
kellydowd;Valencia, Spain;0;1;0;1;0
markikito;Valencia;0;1;0;1;0
angober;Valencia (Spain);0;1;0;1;0
Jorrogi;Valencia, Spain;1;1;0;1;0
franperr;Valencia, Spain;0;1;0;1;0
