login; location; followers; contributions; stars; contributionsStreak; contributionsCurrentStreak
Rayco;Canary Islands, Tenerife, Spain;8;1122;0;5;0
pronebird;Canary Islands;32;576;175;10;0
jonhattan;Canary Islands;19;366;8;7;0
Al3XKOoL;Tenerife. Canary islands. Spain;0;331;5;12;0
alu0100696691;Santa cruz de Tenerife, Islas Canarias, España;11;322;2;5;0
imobach;Las Palmas de Gran Canaria (Canarias, Spain);12;192;1;5;2
AlejandroPerezMartin;Canary Islands, Spain;11;173;5;8;0
pacomf;Santa Úrsula, Tenerife, Canary Islands;4;159;1;9;0
vrruiz;Canary Islands, Spain;20;127;48;6;0
dmitry;Tenerife, Canary Islands, Spain;40;124;117;3;0
R3v1L;Spain, Canary Islands;2;117;1;5;0
marioblas;Gran Canaria, Canary Islands, Spain;5;116;3;5;0
marionuevo;Canary Islands. Spain.;2;104;0;4;0
elemarez;Canary Islands, Tenerife, Spain;1;77;0;3;0
Carlosmape;S/Cruz de Tenerife, Canarias;0;77;0;4;0
hectormunozg;Canary Islands (Spain);2;62;2;4;0
semrh;Tenerife, Canary Islands;5;58;2;3;0
pzin;Lanzarote (Canary Islands);1;53;0;9;0
vivictormora;Canary Islands;6;53;2;4;0
albertocubeddu;spain, Canary Islands;2;50;0;5;0
davidjrh;Santa Cruz de Tenerife, Canary Islands, Spain;4;50;3;2;0
borbalher;Tenerife, Canary Islands;2;48;0;7;0
pmarquez;Santa Cruz de Tenerife, Canarias, España;0;45;0;6;0
euribates;Tenerife, Canary Islands, Spain;3;44;1;4;0
isidrorg;Tenerife (Canary Islands);1;43;4;4;0
plam4u;Los Abrigos, Canary Islands;0;42;1;6;0
jccastillocano;Tenerife (Canary Islands);0;38;0;3;0
jesusaplsoft;Santa Cruz de Tenerife - Canary Islands - Spain;0;35;1;5;0
syci;Canary Islands;1;32;0;2;0
Lprigara;Tenerife, Canary Islands;6;26;1;3;0
torehc;The Canary Islands;5;26;0;2;0
IvanThanonMoreno;Las Palmas de Gran Canaria, Canarias, Spain;0;23;0;1;0
dailos2coders;Canary Islands;1;18;0;3;0
AlvaroSR;Canary Islands;0;17;0;2;0
epegzz;Canary Islands;3;17;15;2;0
Daklon;Canarias, españa;0;16;0;1;0
JDBS;Tenerife (Canarias);1;14;0;2;0
danimashu;Canary Islands, Spain;8;13;1;2;0
Dade88;Canary Islands, Spain;0;12;0;2;0
AndiDC;Canary Islands;2;12;0;2;0
dcht00;Lanzarote, Canary Islands;7;11;6;1;0
pedromujica;Canary Islands, Spain;2;11;0;1;0
david-lorenzo88;Tenerife, Canary Islands;0;6;5;2;0
dapehe94;Canary Islands;0;6;0;1;0
NestorAlbelo;Tenerife, Islas Canarias;1;5;0;2;0
canariasopensource;Santa Cruz de Tenerife, Islas Canarias, España;0;4;0;1;0
iurisaki;Lazarote Canarias;4;4;0;1;0
abetancort;28°08'13N 15°26'16W The Canaries (Canary Islands);0;3;0;1;0
Dedalos;Canary Islands - Tenerife;0;3;0;1;0
LucasGSC;Canary Islands, Spain;1;3;0;2;0
alecabdia;Santa Cruz de Tenerife, Islas Canarias;0;3;1;1;0
oranyero;Islas Canarias, España;1;3;0;1;0
ecurbelo;Canary Islands (Spain);2;2;0;1;0
metrotenerife;Canary Islands, Spain;0;2;0;1;0
wagerlabs;Tenerife, Canary Islands, Spain;113;2;53;1;0
jpinilla;Canary Islands SPAIN;0;2;0;2;0
SamdeVega;Canary Islands, Spain;3;2;0;1;0
gonzalogarciajaubert;Santa Cruz de Tenerife, Canary Islands, Spain;3;2;1;1;0
dotGen;Canary Islands, Spain;0;1;0;1;0
00jj;canary islands;0;1;0;1;0
JuanDaniel2510;Canary Islands/Spain;1;1;0;1;0
bentejuy;Canary Islands, Spain;0;1;0;1;0
