login; location; followers; contributions; stars; contributionsStreak; contributionsCurrentStreak
statickidz;Soria;1;53;13;;
SoftwareRVG;Avda de Madrid 13 E-42110 OLVEGA (SORIA) ESPAÑA;0;38;4;;
pablomario;Soria, Spain;4;16;0;;
diezrabanos;SORIA, SPAIN;0;8;0;;
IcuScc;Soria;0;2;0;;
