login; location; followers; contributions; stars; contributionsStreak; contributionsCurrentStreak
crueda;Valladolid - Zamora (Spain);0;126;0;5;0
leopaglia;Lomas de Zamora, Buenos Aires;1;117;2;5;0
Roberth1203;Zamora de Hidalgo, Mich;0;46;0;5;0
amaliahern;Valladolid - Zamora (Spain);8;26;15;7;0
arcxyz;Madrid and Zamora (Spain);5;14;3;1;0
rodvic;Zamora;0;10;0;1;0
alejandrohdezma;Zamora;0;8;0;1;0
Curicaveri;Zamora, Michoacan;0;5;0;1;0
AMoraga;Zamora;2;4;0;1;0
aszinzun;Zamora, Michoacán;0;2;0;1;0
yucar;Zamora, Spain;0;2;0;1;0
