login; location; followers; contributions; stars; contributionsStreak; contributionsCurrentStreak
etenesaca;Cuenca - Ecuador;2;311;2;32;0
palichis;Cuenca - Ecuador;1;200;6;4;0
jameswilson;Cuenca, Ecuador;4;175;12;3;0
bouddhalee;Cuenca, Ecuador;0;159;0;4;0
alx741;Cuenca, Ecuador;2;137;0;6;6
rauldiazpoblete;Cuenca, España;2;74;1;5;0
hernanxavier;Cuenca - Ecuador;0;71;0;4;0
DesarrollandoAndroid;Cuenca, España;0;60;0;3;0
Tebo555;Cuenca;0;51;0;4;0
degomolina;Cuenca-Ecuador;0;31;0;4;0
patolin;Cuenca, Ecuador;0;20;0;2;0
santteegt;Cuenca, Ecuador;0;16;2;1;0
Patopilon;Cuenca;0;15;0;2;0
hquito;Cuenca, Ecuador;0;11;0;1;0
emerchan;Cuenca - Ecuador;1;9;0;1;0
DaniloMV;Cuenca-Ecuador;0;9;0;2;0
estebancn;Cuenca - Ecuador;0;6;0;2;0
GustavoPacheco93;Ecuador, Azuay, Cuenca;0;3;0;1;0
shaynadc;Cuenca, Ecuador;0;2;0;1;0
danesc87;Cuenca, Ecuador;0;1;0;1;0
JoseU;Cuenca - Ecuador;0;1;0;1;0
