login; location; followers; contributions; stars; contributionsStreak; contributionsCurrentStreak
garciparedes;Palencia, Spain;9;340;15;11;0
lrodero;Palencia, Spain;0;43;3;3;0
adrianetete;Palencia;5;37;6;6;0
jota-mon3;Palencia, Spain;0;14;0;2;0
mines;Palencia, Spain;2;7;48;1;0
josetristan;Palencia;3;3;10;1;0
seattle;Palencia, Spain;2;1;0;1;0
