login; location; followers; contributions; stars; contributionsStreak; contributionsCurrentStreak
davidblurton;Reykjavik, Iceland;12;515;10;8;3
Regner;Reykjavik, Iceland;27;492;23;9;0
vthorsteinsson;Reykjavik, Iceland;3;416;14;29;0
kevinrenskers;Reykjavik, Iceland;51;313;585;6;0
rthor;Reykjavik, Iceland;19;265;293;12;0
JonGretar;Reykjavik, Iceland;55;264;176;5;0
txels;Reykjavik & Barcelona;10;255;221;12;2
einarhjorleifsson;Reykjavik, Iceland;1;191;2;5;0
bjk17;Reykjavik, Iceland;2;177;0;7;0
hauxir;Reykjavik, Iceland;1;174;0;5;0
tomas-edwardsson;Reykjavik, Iceland;20;166;28;4;0
antonva;Reykjavik;7;155;2;7;0
sigmarkarl;Reykjavik, Iceland;4;147;9;3;0
vincentbriglia;Reykjavik, Iceland;7;144;4;4;0
Bubbi12;Reykjavik;0;144;0;5;0
pallih;Reykjavik;31;138;37;5;0
alexcouper;Reykjavik, Iceland;16;117;32;6;0
steinnes;Reykjavik, Iceland;8;117;5;2;0
pshomov;Reykjavik, ICELAND;8;107;25;3;0
gummistori;Reykjavik, Iceland;0;95;0;6;0
horduringi;Reykjavik;0;91;0;3;0
emilf;Reykjavik, Iceland;4;84;1;4;0
Gunni;Reykjavik, Iceland;8;78;0;3;0
gillisig;Reykjavik, Iceland;6;77;0;5;0
luisfcofv;Reykjavik, Iceland;27;77;11;2;0
vindvaki;Reykjavik, Iceland;7;73;6;3;0
bjarkig;Reykjavik, Iceland;0;70;1;3;0
sindris12;Reykjavik, Iceland;7;60;0;2;0
birkir;Reykjavik, Iceland;28;53;80;2;0
jamesrobb;Reykjavik;3;51;0;3;0
brysbra;Reykjavik, Iceland;0;50;0;3;0
ValdemarOrn;Reykjavik, Iceland;5;46;20;4;0
mkdubik;Reykjavik;2;40;1;3;0
gislik;Reykjavik, Iceland;3;40;3;3;0
snorristurluson;Reykjavik, Iceland;1;36;0;6;0
gaui;Reykjavik, Iceland;17;35;36;3;0
Theragon;Reykjavik;2;34;0;3;0
arnimarj;Reykjavik, Iceland;3;33;9;2;0
krummi;Reykjavik, Iceland;11;33;11;3;0
kari14;Reykjavik;2;32;0;3;0
arnihermann;Reykjavik, Iceland;25;29;21;2;0
borgar;Reykjavik, Iceland;33;26;182;2;0
hgylfason;Reykjavik;2;26;0;2;0
bjornlarus;Reykjavik;0;23;2;3;0
gjg1801;Reykjavik, Iceland;0;20;0;2;0
olioskar;Reykjavik;3;19;0;4;0
huldash;Reykjavik, Iceland;1;15;0;2;0
hannesjohnson;Reykjavik, Iceland;5;15;2;2;0
iliasku;Reykjavik,Iceland;3;15;1;1;0
thorbjorni;Reykjavik;0;15;0;1;0
arnigunnar;Reykjavik, Iceland;1;14;0;3;0
hlolli;Reykjavik;2;13;1;1;0
minid33;Reykjavik;3;12;2;2;0
reynir18;Reykjavik, Iceland;1;12;0;3;0
eggunnarsson;Reykjavik;0;11;0;2;0
tryggvil;Reykjavik, Iceland;24;10;53;1;0
hrparty;Reykjavik;7;9;3;2;0
kristoh;Reykjavik, Iceland;0;8;0;2;0
v47;Reykjavik;0;7;0;1;0
DavidArnarSverrisson;Reykjavik, Iceland;0;7;0;1;0
skeggi;Reykjavik Iceland;1;6;0;1;0
aodj;Reykjavik, Iceland;5;6;0;1;0
arnarp;Reykjavik, Iceland;0;6;0;2;0
rafjon;Reykjavik, Iceland;0;5;0;1;0
einartryggvi;Reykjavik, Iceland;5;5;3;1;0
StyrmirThorarins;Reykjavik, Iceland;0;5;0;1;0
gardarh;Reykjavik, Iceland;2;5;3;1;0
stefanvignir;Reykjavik, Iceland;7;5;2;1;0
leonardbf;Reykjavik;0;5;0;1;0
arnaldur;Reykjavik, Iceland;1;5;0;1;0
arnorhaux;Reykjavik, Iceland;5;4;0;1;0
eirikur-ari;Reykjavik, Iceland;1;4;0;1;0
eddinn;Reykjavik, Iceland;1;4;1;1;0
aukaost;Reykjavik, Iceland;1;4;7;1;0
AronI;Reykjavik;3;3;0;1;0
cammm;Reykjavik, Iceland;5;3;6;1;0
arnib;Reykjavik, Iceland;6;3;0;1;0
aslaugran;Reykjavik / Cape Town;0;2;0;1;0
OlafurTr;Reykjavik, Iceland;0;2;0;1;0
jonfryd;Reykjavik, Iceland;1;2;0;1;0
Hallinn;Reykjavik, Iceland;0;1;0;1;0
gudmarsm;Reykjavik;0;1;0;1;0
Neverstone;Reykjavik, Iceland;1;1;0;1;0
gudmojo;Reykjavik, Iceland;2;1;1;1;0
ingig;Reykjavik, Iceland;0;1;0;1;0
hubthor;Reykjavik ISL / Austin TX;0;1;0;1;0
